DTXSID,PREFERRED NAME,CASRN,MOLECULAR FORMULA,MONOISOTOPIC MASS,ToxCast Active,ToxCast Total,% ToxCast Active,HIT CALL,TOP,SCALED TOP,AC50,LOGAC50
https://comptox.epa.gov/dashboard/chemical/details/DTXSID7044922,1-(2-Hydroxyethyl)pyrrolidin-2-one,3445-11-2,C6H11NO2,129.078979,17,634,3.0,Inactive,-0.0125206741060984,-0.11283712422081733,20.000000000000007,1.3010299956639813
https://comptox.epa.gov/dashboard/chemical/details/DTXSID7046627,Bosentan,147536-97-8,C27H29N5O6S,551.183855,27,437,6.0,Active,-0.12335838650904077,-1.1117137515320006,2.8315530505455797,0.45202470276049145
https://comptox.epa.gov/dashboard/chemical/details/DTXSID7047198,Ethyl 2-methylpentanoate,39255-32-8,C8H16O2,144.115030,3,637,0.0,Inactive,0.036092172152061903,0.32526498797199244,20.000000000000007,1.3010299956639813
https://comptox.epa.gov/dashboard/chemical/details/DTXSID7047566,Perfluoro-1-iodohexane,355-43-1,C6F13I,445.883710,29,505,6.0,Inactive,0.0176946350248119,0.15946519439909732,0.8197500785939094,-0.08631853302041538
https://comptox.epa.gov/dashboard/chemical/details/DTXSID7074616,"1H,1H,2H-Perfluoro-1-decene",21652-58-4,C10H3F17,445.996329,0,460,0.0,Inactive,-0.02225210463332429,-0.2005374050477107,0.2823609909204287,-0.5491953026563686
https://comptox.epa.gov/dashboard/chemical/details/DTXSID70565479,8H-Perfluorooctanoic acid,13973-14-3,C8H2F14O2,395.983124,19,462,4.0,Inactive,-0.062040038376591465,-0.5591088353265306,35.7199364078264,1.5529106770430858
https://comptox.epa.gov/dashboard/chemical/details/DTXSID70537191,Methyl 3H-perfluoroisopropyl ether,568550-25-4,C4H4F6O,182.016634,4,460,1.0,Inactive,-0.06944843150889701,-0.6258737530188976,29.999999999999996,1.4771212547196624
https://comptox.epa.gov/dashboard/chemical/details/DTXSID70880134,1-Pentafluoroethylethanol,374-40-3,C4H5F5O,164.026056,4,496,1.0,Inactive,0.026669050572256124,0.24034320730440661,0.7748244730898988,-0.11079667039995365
https://comptox.epa.gov/dashboard/chemical/details/DTXSID7060332,(Perfluorobutyryl)-2-thenoylmethane,559-94-4,C10H5F7O2S,321.989848,181,508,36.0,Inactive,-0.20460975450396668,-1.843956330954245,3.195994747544585,0.5046060569015666
https://comptox.epa.gov/dashboard/chemical/details/DTXSID70880215,Perfluoro-2-methyl-3-oxahexanoic acid,13252-13-6,C6HF11O3,329.975004,6,506,1.0,Inactive,-0.032105688158035856,-0.28933853658235653,0.2225837329276569,-0.6525065783566723
